step,epoch,loss,avg_epoch_loss,lr,logit_scale,logit_bias,elapsed_s
55150,1,1.3539,2.389132,7.016e-05,43.8586,-0.456819,25363.9
55200,1,1.223658,2.388024,7.011e-05,43.9432,-0.457049,25386.6
55250,1,1.958802,2.387164,7.006e-05,43.9351,-0.457105,25409.2
55300,1,1.109556,2.386286,7.001e-05,43.9442,-0.457225,25431.9
55350,1,2.12662,2.385212,6.996e-05,44.0244,-0.45741,25454.4
55400,1,1.39652,2.384449,6.991e-05,43.9884,-0.457454,25477.0
55450,1,1.500955,2.383759,6.986e-05,43.9624,-0.45749,25499.8
55500,1,0.952463,2.382851,6.981e-05,43.9881,-0.457622,25522.3
55550,1,1.306126,2.381919,6.976e-05,44.0271,-0.457772,25544.8
55600,1,1.437823,2.381046,6.971e-05,44.0404,-0.457852,25567.5
55650,1,1.670542,2.380194,6.966e-05,44.0539,-0.457968,25590.2
55700,1,1.315579,2.379421,6.961e-05,44.0244,-0.458002,25613.3
55750,1,1.354798,2.378749,6.956e-05,43.9896,-0.45808,25637.3
55800,1,2.013078,2.377949,6.951e-05,44.0064,-0.45817,25661.5
55850,1,1.57151,2.377108,6.946e-05,44.0231,-0.458244,25685.8
55900,1,1.74898,2.376277,6.941e-05,44.0357,-0.458358,25710.7
55950,1,1.618776,2.375448,6.936e-05,44.0487,-0.458471,25734.9
56000,1,1.489519,2.374653,6.931e-05,44.0461,-0.458499,25759.7
56050,1,1.496687,2.373789,6.926e-05,44.0678,-0.458588,25786.1
56100,1,1.83345,2.373176,6.921e-05,44.0166,-0.458647,25809.2
56150,1,2.130005,2.372388,6.916e-05,44.0251,-0.458738,25832.0
56200,1,1.232424,2.37158,6.911e-05,44.0256,-0.458781,25854.7
56250,1,1.448393,2.370801,6.906e-05,44.0261,-0.458851,25877.5
56300,1,1.10168,2.369984,6.901e-05,44.0304,-0.458907,25900.2
56350,1,1.358927,2.369135,6.896e-05,44.0524,-0.458995,25922.9
56400,1,1.358009,2.36826,6.891e-05,44.0748,-0.459093,25945.5
56450,1,1.382615,2.367337,6.886e-05,44.1183,-0.459288,25968.1
56500,1,1.476748,2.366519,6.881e-05,44.1169,-0.459365,25990.8
56550,1,1.385482,2.365837,6.876e-05,44.0736,-0.459367,26013.4
56600,1,1.488479,2.365099,6.871e-05,44.0868,-0.459451,26036.1
56650,1,1.308684,2.364212,6.866e-05,44.1246,-0.459628,26058.8
56700,1,1.780909,2.363465,6.861e-05,44.1139,-0.459735,26081.4
56750,1,1.216839,2.362598,6.856e-05,44.1326,-0.459779,26104.1
56800,1,1.210616,2.361676,6.851e-05,44.181,-0.459951,26126.8
56850,1,1.873785,2.360947,6.846e-05,44.1442,-0.460017,26149.5
56900,1,1.353237,2.360274,6.841e-05,44.1213,-0.46007,26172.2
56950,1,1.52679,2.359527,6.836e-05,44.1341,-0.460145,26194.8
57000,1,1.581425,2.358654,6.831e-05,44.1861,-0.4603,26217.5
57050,1,1.846068,2.358114,6.826e-05,44.1111,-0.460283,26243.9
57100,1,1.75341,2.357499,6.821e-05,44.1009,-0.46043,26266.5
57150,1,1.676507,2.35671,6.815e-05,44.1421,-0.460525,26289.1
57200,1,1.577343,2.355987,6.81e-05,44.1332,-0.460629,26311.6
57250,1,1.137658,2.355183,6.805e-05,44.1726,-0.460767,26334.1
57300,1,1.190097,2.354138,6.8e-05,44.2883,-0.461044,26356.9
57350,1,1.917504,2.353092,6.795e-05,44.3802,-0.461248,26379.4
57400,1,1.220135,2.35239,6.79e-05,44.3488,-0.461324,26402.0
57450,1,1.926699,2.35172,6.785e-05,44.3224,-0.461316,26424.6
57500,1,1.514923,2.351089,6.78e-05,44.2918,-0.46135,26447.2
57550,1,0.957269,2.350423,6.775e-05,44.2875,-0.461403,26469.8
57600,1,1.478582,2.349638,6.77e-05,44.2954,-0.461485,26492.3
57650,1,1.52209,2.348787,6.765e-05,44.3256,-0.461585,26514.9
57700,1,1.526336,2.348096,6.76e-05,44.3045,-0.461639,26537.4
57750,1,1.557653,2.347408,6.755e-05,44.2971,-0.461717,26560.2
57800,1,1.335679,2.346601,6.749e-05,44.3348,-0.461852,26582.8
57850,1,1.483308,2.345702,6.744e-05,44.3937,-0.462029,26605.3
57900,1,1.564238,2.34476,6.739e-05,44.4591,-0.462187,26627.9
57950,1,1.590425,2.343839,6.734e-05,44.4988,-0.4623,26650.6
58000,1,1.584802,2.342986,6.729e-05,44.5162,-0.462439,26673.3
58050,1,1.544313,2.342191,6.724e-05,44.5264,-0.462545,26700.9
58100,1,1.096001,2.341181,6.719e-05,44.593,-0.462789,26723.5
58150,1,1.559748,2.340175,6.714e-05,44.6376,-0.462859,26746.2
58200,1,1.309105,2.339253,6.709e-05,44.6582,-0.462973,26768.7
58250,1,1.6076,2.338435,6.704e-05,44.6483,-0.463048,26791.5
58300,1,1.602575,2.337594,6.698e-05,44.6597,-0.463149,26814.2
58350,1,1.433982,2.33678,6.693e-05,44.6647,-0.463251,26837.0
58400,1,0.84617,2.335849,6.688e-05,44.7013,-0.463326,26859.5
58450,1,1.309448,2.335132,6.683e-05,44.6698,-0.463378,26882.2
58500,1,1.064752,2.334373,6.678e-05,44.6713,-0.463489,26904.7
58550,1,1.67695,2.333627,6.673e-05,44.6657,-0.463503,26927.3
58600,1,1.413752,2.332935,6.668e-05,44.6343,-0.463524,26950.0
58650,1,1.077288,2.332185,6.663e-05,44.6325,-0.463586,26972.7
58700,1,0.929707,2.331194,6.657e-05,44.7154,-0.463798,26995.2
58750,1,1.153462,2.330136,6.652e-05,44.8232,-0.464018,27017.8
58800,1,1.897871,2.329497,6.647e-05,44.7642,-0.464009,27040.3
58850,1,0.932996,2.328807,6.642e-05,44.7583,-0.464147,27063.1
58900,1,1.682445,2.327929,6.637e-05,44.7968,-0.464238,27085.6
58950,1,1.496574,2.327232,6.632e-05,44.7692,-0.464271,27108.2
59000,1,1.23282,2.326429,6.627e-05,44.787,-0.464345,27130.8
59050,1,1.714253,2.325538,6.622e-05,44.8168,-0.464509,27157.1
59100,1,1.61444,2.324889,6.616e-05,44.7646,-0.464463,27179.8
59150,1,1.555421,2.324292,6.611e-05,44.7384,-0.464447,27202.5
59200,1,1.367581,2.323563,6.606e-05,44.7575,-0.464606,27225.1
59250,1,1.365969,2.322743,6.601e-05,44.796,-0.464675,27247.8
59300,1,1.317362,2.321839,6.596e-05,44.8559,-0.464874,27270.4
59350,1,1.106068,2.32094,6.591e-05,44.9155,-0.465006,27293.0
59400,1,1.622887,2.320164,6.585e-05,44.9117,-0.465117,27315.6
59450,1,1.799555,2.319466,6.58e-05,44.8829,-0.465192,27338.2
59500,1,1.581078,2.318741,6.575e-05,44.8803,-0.465238,27360.9
59550,1,1.313619,2.318051,6.57e-05,44.8593,-0.465284,27383.5
59600,1,1.474469,2.317452,6.565e-05,44.828,-0.46531,27406.2
59650,1,1.42374,2.316853,6.56e-05,44.8122,-0.465369,27428.9
59700,1,1.344836,2.316107,6.554e-05,44.8463,-0.465421,27451.3
59750,1,0.903342,2.315255,6.549e-05,44.8826,-0.465591,27473.9
59800,1,1.17944,2.314379,6.544e-05,44.9197,-0.465686,27496.5
59850,1,1.468231,2.313579,6.539e-05,44.9364,-0.465782,27519.0
59900,1,1.950068,2.312963,6.534e-05,44.889,-0.465815,27541.7
59950,1,1.50155,2.312383,6.529e-05,44.8487,-0.465908,27564.3
60000,1,1.166439,2.311678,6.523e-05,44.8644,-0.465927,27587.0
60050,1,1.607994,2.311009,6.518e-05,44.8569,-0.46604,27613.4
60100,1,1.58231,2.31017,6.513e-05,44.9005,-0.466112,27635.9
60150,1,0.878332,2.309204,6.508e-05,44.9664,-0.466351,27658.4
60200,1,1.37075,2.308294,6.503e-05,45.0062,-0.466426,27681.0
60250,1,1.508441,2.307596,6.498e-05,44.9822,-0.466532,27703.8
60300,1,1.233628,2.306767,6.492e-05,45.0195,-0.466598,27726.5
60350,1,2.305895,2.305961,6.487e-05,45.0373,-0.466761,27749.1
60400,1,1.415343,2.305179,6.482e-05,45.0316,-0.46681,27771.9
60450,1,1.048885,2.304319,6.477e-05,45.0638,-0.466918,27794.6
60500,1,1.546232,2.303436,6.472e-05,45.1079,-0.467018,27817.3
60550,1,1.519896,2.302673,6.466e-05,45.1,-0.467108,27839.9
60600,1,1.22188,2.301907,6.461e-05,45.1203,-0.467237,27862.6
60650,1,1.641299,2.301145,6.456e-05,45.1317,-0.467297,27885.2
60700,1,1.755127,2.300269,6.451e-05,45.1661,-0.467461,27907.9
60750,1,1.255226,2.299483,6.446e-05,45.1661,-0.467483,27930.6
60800,1,1.497427,2.298714,6.44e-05,45.1709,-0.467561,27953.1
60850,1,1.452305,2.297892,6.435e-05,45.1922,-0.46764,27975.8
60900,1,1.031954,2.297079,6.43e-05,45.2202,-0.467775,27998.4
60950,1,1.787673,2.296465,6.425e-05,45.1746,-0.467851,28021.0
61000,1,1.244612,2.295696,6.42e-05,45.1944,-0.467918,28043.8
61050,1,0.808117,2.294777,6.414e-05,45.2725,-0.468137,28070.4
61100,1,1.083757,2.293994,6.409e-05,45.2782,-0.4682,28093.0
61150,1,1.176113,2.293231,6.404e-05,45.2876,-0.46829,28115.6
61200,1,1.61912,2.292418,6.399e-05,45.3078,-0.468358,28138.0
61250,1,1.107631,2.291656,6.393e-05,45.3105,-0.468506,28160.8
61300,1,0.915368,2.29062,6.388e-05,45.431,-0.468758,28183.5
61350,1,1.965225,2.289811,6.383e-05,45.4458,-0.46884,28206.1
61400,1,1.399971,2.28905,6.378e-05,45.4334,-0.468901,28228.8
61450,1,1.144566,2.288316,6.373e-05,45.4303,-0.468956,28251.5
61500,1,1.695637,2.287674,6.367e-05,45.4068,-0.469018,28274.2
61550,1,1.745047,2.286981,6.362e-05,45.4045,-0.469047,28296.9
61600,1,1.391206,2.286254,6.357e-05,45.4072,-0.469108,28319.5
61650,1,1.538816,2.285575,6.352e-05,45.3912,-0.469161,28342.1
61700,1,1.216783,2.284821,6.346e-05,45.4063,-0.46921,28364.9
61750,1,0.749642,2.283966,6.341e-05,45.447,-0.469342,28387.5
61800,1,1.041523,2.282997,6.336e-05,45.5006,-0.469441,28410.1
61850,1,1.58615,2.282029,6.331e-05,45.555,-0.469583,28432.6
61900,1,1.577901,2.281318,6.325e-05,45.5237,-0.469609,28455.2
61950,1,1.493865,2.280677,6.32e-05,45.4835,-0.469564,28477.8
62000,1,0.783131,2.279883,6.315e-05,45.5106,-0.469716,28500.5
62050,1,1.438793,2.279215,6.31e-05,45.4813,-0.46973,28527.5
62100,1,1.543838,2.278548,6.304e-05,45.4756,-0.469804,28550.2
62150,1,1.386975,2.277773,6.299e-05,45.4992,-0.469925,28573.0
62200,1,1.308846,2.277062,6.294e-05,45.4961,-0.469985,28595.8
62250,1,1.049836,2.276201,6.289e-05,45.5421,-0.470094,28618.7
62300,1,1.001928,2.275319,6.283e-05,45.5838,-0.470203,28641.5
62350,1,1.250227,2.274627,6.278e-05,45.5522,-0.470256,28664.3
62400,1,1.031303,2.273848,6.273e-05,45.5702,-0.470344,28686.9
62450,1,1.26657,2.273034,6.268e-05,45.6052,-0.470443,28709.5
62500,1,1.03678,2.272289,6.262e-05,45.6052,-0.470562,28732.2
62550,1,1.594079,2.271456,6.257e-05,45.6505,-0.470641,28754.7
62600,1,1.29584,2.270761,6.252e-05,45.6263,-0.470688,28777.4
62650,1,1.499472,2.269966,6.247e-05,45.6788,-0.470842,28800.1
62700,1,1.336922,2.269195,6.241e-05,45.6968,-0.470899,28822.9
62750,1,0.830948,2.268455,6.236e-05,45.7127,-0.471039,28845.6
62800,1,1.698067,2.267791,6.231e-05,45.6966,-0.471053,28868.1
62850,1,1.005335,2.267045,6.226e-05,45.7054,-0.47115,28890.9
62900,1,1.130315,2.266095,6.22e-05,45.7868,-0.471293,28913.6
62950,1,1.185026,2.265207,6.215e-05,45.8455,-0.471443,28936.2
63000,1,1.201265,2.264359,6.21e-05,45.8887,-0.471605,28958.8
63050,1,1.426665,2.263637,6.204e-05,45.8707,-0.471696,28986.9
63100,1,1.333625,2.262994,6.199e-05,45.8364,-0.471715,29009.7
63150,1,1.489926,2.262436,6.194e-05,45.8044,-0.471743,29032.3
63200,1,1.49975,2.261961,6.189e-05,45.7475,-0.471778,29054.9
63250,1,1.514612,2.261231,6.183e-05,45.8016,-0.471863,29077.5
63300,1,1.126724,2.260416,6.178e-05,45.8466,-0.471992,29100.0
63350,1,1.645738,2.259656,6.173e-05,45.8569,-0.472029,29122.7
63400,1,0.641482,2.258814,6.168e-05,45.8959,-0.472184,29145.4
63450,1,1.510495,2.257923,6.162e-05,45.9471,-0.4723,29168.0
63500,1,1.179213,2.257129,6.157e-05,45.9477,-0.472352,29190.6
63550,1,0.951568,2.256228,6.152e-05,45.9829,-0.472412,29213.3
63600,1,0.856396,2.255366,6.146e-05,46.0136,-0.472513,29235.9
63650,1,1.505623,2.254567,6.141e-05,46.0279,-0.472615,29258.5
63700,1,0.899523,2.253799,6.136e-05,46.0325,-0.472693,29281.1
63750,1,1.548326,2.253167,6.13e-05,46.0063,-0.472687,29303.7
63800,1,1.320228,2.252574,6.125e-05,45.9747,-0.472687,29326.4
63850,1,1.097564,2.251853,6.12e-05,45.9999,-0.472837,29349.0
63900,1,1.633438,2.25126,6.115e-05,45.9657,-0.472841,29371.8
63950,1,1.388457,2.250532,6.109e-05,45.9904,-0.472908,29394.4
64000,1,1.295872,2.249755,6.104e-05,46.0233,-0.473089,29417.0
64050,1,1.232216,2.249001,6.099e-05,46.0379,-0.473163,29443.6
64100,1,1.134804,2.24828,6.093e-05,46.047,-0.47329,29466.2
64150,1,1.435871,2.247453,6.088e-05,46.0859,-0.473371,29488.7
64200,1,0.926243,2.246678,6.083e-05,46.0935,-0.473446,29511.4
64250,1,1.409339,2.245955,6.077e-05,46.0956,-0.473482,29534.3
64300,1,1.410614,2.245267,6.072e-05,46.0937,-0.473596,29558.7
64350,1,0.924097,2.244449,6.067e-05,46.1348,-0.473735,29583.1
64400,1,1.165871,2.243609,6.062e-05,46.1753,-0.473796,29608.0
64450,1,1.05121,2.242937,6.056e-05,46.1462,-0.473891,29631.9
64500,1,0.890318,2.241986,6.051e-05,46.2382,-0.474045,29656.2
64550,1,1.404822,2.241206,6.046e-05,46.245,-0.474138,29680.3
64600,1,0.951026,2.240345,6.04e-05,46.2885,-0.474304,29703.4
64650,1,1.421516,2.23961,6.035e-05,46.2829,-0.474369,29726.2
64700,1,0.858514,2.238858,6.03e-05,46.2907,-0.474449,29748.8
64750,1,1.147365,2.238055,6.024e-05,46.3164,-0.474518,29771.5
64800,1,1.024079,2.237246,6.019e-05,46.3512,-0.474668,29794.1
64850,1,1.226847,2.236424,6.014e-05,46.3984,-0.474782,29816.8
64900,1,1.064017,2.235674,6.008e-05,46.3989,-0.474865,29839.4
64950,1,1.820058,2.234911,6.003e-05,46.4134,-0.474967,29862.0
65000,1,1.353158,2.234079,5.998e-05,46.441,-0.475021,29884.7
65050,1,1.188414,2.233235,5.992e-05,46.4808,-0.475093,29910.9
65100,1,1.387461,2.232515,5.987e-05,46.471,-0.47515,29933.7
65150,1,1.086275,2.231965,5.982e-05,46.403,-0.475153,29956.3
65200,1,1.875201,2.231286,5.976e-05,46.411,-0.475243,29979.0
65250,1,1.286655,2.230524,5.971e-05,46.4287,-0.475266,30001.6
65300,1,1.023341,2.229712,5.966e-05,46.468,-0.475418,30024.2
65350,1,1.640413,2.229107,5.96e-05,46.4421,-0.475395,30046.9
65400,1,1.546423,2.228694,5.955e-05,46.3703,-0.475372,30069.5
65450,1,1.323547,2.228175,5.95e-05,46.3476,-0.475401,30092.4
65500,1,1.382814,2.227422,5.944e-05,46.4198,-0.475566,30114.9
65550,1,1.279731,2.226712,5.939e-05,46.4335,-0.475628,30137.6
65600,1,1.12056,2.226057,5.934e-05,46.4272,-0.475714,30160.2
65650,1,1.189111,2.225339,5.928e-05,46.4655,-0.475792,30182.8
65700,1,1.391556,2.224525,5.923e-05,46.5393,-0.475934,30205.4
65750,1,1.16867,2.223733,5.918e-05,46.5628,-0.476048,30228.1
65800,1,0.818569,2.222829,5.912e-05,46.642,-0.476175,30250.8
65850,1,1.117654,2.221989,5.907e-05,46.6918,-0.476378,30273.4
65900,1,0.990025,2.221231,5.902e-05,46.697,-0.476389,30296.2
65950,1,1.474319,2.220597,5.896e-05,46.6693,-0.476443,30318.8
66000,1,1.329108,2.219874,5.891e-05,46.6819,-0.476592,30341.3
66050,1,1.219859,2.219,5.886e-05,46.7592,-0.476742,30367.7
66100,1,1.383195,2.218274,5.88e-05,46.7592,-0.47684,30390.2
66150,1,1.367005,2.217647,5.875e-05,46.7246,-0.476821,30413.0
66200,1,1.335716,2.216967,5.87e-05,46.7284,-0.476934,30435.5
66250,1,1.125636,2.216151,5.864e-05,46.7879,-0.477067,30458.1
66300,1,1.070481,2.215287,5.859e-05,46.8694,-0.477175,30480.8
66350,1,1.265326,2.214478,5.853e-05,46.9251,-0.477345,30503.2
66400,1,1.029706,2.213745,5.848e-05,46.931,-0.477433,30525.9
66450,1,1.206022,2.212998,5.843e-05,46.9581,-0.477524,30548.6
66500,1,1.492906,2.212357,5.837e-05,46.9194,-0.477517,30571.2
66550,1,0.871068,2.211632,5.832e-05,46.9412,-0.477645,30593.8
66600,1,1.166603,2.210838,5.827e-05,46.9949,-0.477764,30616.3
66650,1,1.432031,2.210127,5.821e-05,47.0072,-0.477812,30638.9
66700,1,1.282229,2.209477,5.816e-05,46.9792,-0.477941,30661.6
66750,1,1.011283,2.208707,5.811e-05,47.0238,-0.478039,30684.2
66800,1,1.138815,2.207939,5.805e-05,47.048,-0.47812,30706.8
66850,1,1.622294,2.207416,5.8e-05,46.9748,-0.478116,30729.6
66900,1,1.351673,2.206612,5.794e-05,47.0351,-0.478273,30752.2
66950,1,1.486526,2.205719,5.789e-05,47.1044,-0.4784,30774.9
67000,1,0.824106,2.204808,5.784e-05,47.1593,-0.478586,30797.6
67050,1,1.620093,2.203841,5.778e-05,47.2497,-0.478742,30825.5
67100,1,1.337632,2.203196,5.773e-05,47.1991,-0.478714,30848.1
67150,1,1.458317,2.202516,5.768e-05,47.1846,-0.478786,30870.7
67200,1,1.869937,2.201976,5.762e-05,47.1271,-0.478811,30893.4
67250,1,1.159333,2.201322,5.757e-05,47.1317,-0.478847,30916.1
67300,1,0.722665,2.200576,5.752e-05,47.1558,-0.478939,30938.6
67350,1,1.649947,2.199949,5.746e-05,47.143,-0.478968,30961.1
67400,1,0.824754,2.199339,5.741e-05,47.1287,-0.479026,30983.6
67450,1,1.543345,2.198519,5.735e-05,47.1746,-0.47912,31006.3
67500,1,1.404825,2.197733,5.73e-05,47.1885,-0.479143,31029.0
67550,1,0.822217,2.196978,5.725e-05,47.1991,-0.479231,31051.6
67600,1,0.991504,2.196213,5.719e-05,47.2158,-0.479273,31074.3
67650,1,1.03481,2.195447,5.714e-05,47.2323,-0.479306,31097.0
67700,1,1.201482,2.19488,5.709e-05,47.1807,-0.479374,31119.6
67750,1,1.484354,2.194064,5.703e-05,47.236,-0.479473,31142.2
67800,1,1.241235,2.193364,5.698e-05,47.232,-0.479482,31164.9
67850,1,1.809382,2.192855,5.692e-05,47.1629,-0.479485,31187.6
67900,1,1.041285,2.192259,5.687e-05,47.1519,-0.479528,31210.3
67950,1,1.368723,2.1915,5.682e-05,47.2051,-0.479676,31233.0
68000,1,1.190333,2.190636,5.676e-05,47.2754,-0.479837,31255.6
68050,1,1.114884,2.189892,5.671e-05,47.2812,-0.479887,31282.2
68100,1,0.885994,2.189092,5.665e-05,47.3243,-0.479982,31304.8
68150,1,0.998396,2.188392,5.66e-05,47.3235,-0.480075,31327.6
68200,1,1.412882,2.187694,5.655e-05,47.3258,-0.480126,31350.3
68250,1,1.711668,2.187028,5.649e-05,47.3328,-0.480188,31372.9
68300,1,1.219378,2.186338,5.644e-05,47.3388,-0.480267,31395.7
68350,1,1.069776,2.185518,5.638e-05,47.4089,-0.480311,31418.4
68400,1,1.141703,2.184747,5.633e-05,47.4427,-0.48044,31441.0
68450,1,1.359535,2.184106,5.628e-05,47.3998,-0.480526,31463.7
68500,1,1.066387,2.183428,5.622e-05,47.4036,-0.480534,31486.3
68550,1,0.881361,2.182711,5.617e-05,47.4276,-0.480643,31508.9
68600,1,1.105687,2.182043,5.612e-05,47.434,-0.480666,31531.6
68650,1,1.13469,2.181427,5.606e-05,47.4144,-0.480705,31554.3
68700,1,1.035988,2.180656,5.601e-05,47.4732,-0.480817,31576.9
68750,1,1.326136,2.179866,5.595e-05,47.5303,-0.480933,31599.5
68800,1,1.212597,2.179128,5.59e-05,47.547,-0.481018,31622.2
68850,1,1.978445,2.178533,5.585e-05,47.5264,-0.481029,31644.9
68900,1,0.896044,2.177881,5.579e-05,47.5282,-0.481103,31667.6
68950,1,0.907273,2.177111,5.574e-05,47.5511,-0.481163,31690.2
69000,1,1.04627,2.176364,5.568e-05,47.5672,-0.481237,31712.8
69050,1,1.118456,2.175559,5.563e-05,47.6038,-0.481307,31739.4
69100,1,1.475279,2.174855,5.558e-05,47.5963,-0.481397,31762.0
69150,1,1.208163,2.174164,5.552e-05,47.5991,-0.481384,31784.5
69200,1,1.572898,2.173632,5.547e-05,47.5502,-0.481378,31807.2
69250,1,1.434554,2.173099,5.541e-05,47.5213,-0.481392,31829.9
69300,1,0.871812,2.172432,5.536e-05,47.5439,-0.481489,31852.4
69350,1,1.253954,2.171694,5.53e-05,47.5794,-0.481536,31875.1
69400,1,1.358445,2.171128,5.525e-05,47.5385,-0.481522,31897.9
69450,1,1.232535,2.17039,5.52e-05,47.5865,-0.481618,31920.4
69500,1,1.409001,2.169601,5.514e-05,47.6462,-0.48177,31943.2
69550,1,1.330896,2.168906,5.509e-05,47.6573,-0.481802,31966.2
69600,1,1.148652,2.168284,5.503e-05,47.6331,-0.481876,31988.8
69650,1,1.051459,2.167606,5.498e-05,47.6476,-0.481994,32011.3
69700,1,1.228865,2.166843,5.493e-05,47.7072,-0.482075,32034.1
69750,1,1.228195,2.166256,5.487e-05,47.6615,-0.482068,32056.7
69800,1,1.113019,2.165506,5.482e-05,47.7229,-0.48218,32079.3
69850,1,1.1051,2.164649,5.476e-05,47.8293,-0.482413,32101.9
69900,1,0.843617,2.163835,5.471e-05,47.905,-0.482579,32124.6
69950,1,0.983227,2.163126,5.466e-05,47.8999,-0.482665,32147.4
70000,1,1.34382,2.16228,5.46e-05,47.9549,-0.482708,32170.1
70050,1,1.532061,2.161764,5.455e-05,47.8736,-0.48265,32196.6
70100,1,0.822039,2.161162,5.449e-05,47.8663,-0.482753,32219.5
70150,1,1.687995,2.160632,5.444e-05,47.8358,-0.482746,32242.0
70200,1,0.90394,2.160027,5.439e-05,47.8339,-0.482825,32264.7
70250,1,0.623816,2.159264,5.433e-05,47.8747,-0.482881,32287.3
70300,1,1.112196,2.158435,5.428e-05,47.9329,-0.483022,32309.9
70350,1,1.228776,2.157684,5.422e-05,47.9499,-0.483052,32332.6
70400,1,1.7279,2.157134,5.417e-05,47.91,-0.483125,32355.3
70450,1,1.771415,2.156602,5.411e-05,47.881,-0.483135,32377.9
70500,1,0.946017,2.155972,5.406e-05,47.8808,-0.483158,32400.5
70550,1,1.174512,2.155332,5.401e-05,47.8784,-0.483163,32423.1
70600,1,1.112588,2.154675,5.395e-05,47.883,-0.48324,32445.7
70650,1,0.994883,2.153946,5.39e-05,47.9266,-0.483321,32468.3
70700,1,1.189671,2.153285,5.384e-05,47.9268,-0.483371,32491.0
70750,1,1.115402,2.152506,5.379e-05,47.9836,-0.483542,32513.7
70800,1,1.56056,2.151883,5.374e-05,47.9626,-0.483485,32536.3
70850,1,1.775313,2.151339,5.368e-05,47.9153,-0.483502,32558.9
70900,1,1.495211,2.150765,5.363e-05,47.899,-0.483578,32581.5
70950,1,1.07851,2.15003,5.357e-05,47.9361,-0.483668,32604.1
71000,1,0.949277,2.149178,5.352e-05,48.0146,-0.483746,32626.7
71050,1,1.453801,2.14853,5.346e-05,48.0068,-0.483818,32653.5
71100,1,0.878747,2.14777,5.341e-05,48.0568,-0.483906,32676.3
71150,1,1.843704,2.14718,5.336e-05,48.0426,-0.483929,32698.9
71200,1,1.672951,2.146681,5.33e-05,48.0038,-0.483946,32721.5
71250,1,1.079585,2.146092,5.325e-05,48.0002,-0.483961,32744.1
71300,1,1.178952,2.145467,5.319e-05,48.0065,-0.484058,32766.7
71350,1,1.156552,2.144607,5.314e-05,48.1086,-0.484246,32789.2
71400,1,1.316284,2.144021,5.308e-05,48.0843,-0.484273,32811.8
71450,1,1.06382,2.14336,5.303e-05,48.0972,-0.48428,32834.6
71500,1,1.523594,2.142672,5.298e-05,48.1228,-0.48437,32857.2
71550,1,1.421464,2.142084,5.292e-05,48.1049,-0.484377,32879.8
71600,1,1.320557,2.141611,5.287e-05,48.0548,-0.484463,32902.5
71650,1,0.671671,2.140888,5.281e-05,48.123,-0.484572,32925.1
71700,1,0.983513,2.140219,5.276e-05,48.1314,-0.484613,32947.7
71750,1,1.720959,2.139727,5.27e-05,48.0876,-0.484589,32970.3
71800,1,1.350583,2.139184,5.265e-05,48.0831,-0.484631,32993.1
71850,1,1.606811,2.13854,5.26e-05,48.1074,-0.484672,33015.6
71900,1,1.055585,2.137874,5.254e-05,48.1224,-0.484767,33038.3
71950,1,1.216896,2.137091,5.249e-05,48.1929,-0.48486,33061.0
72000,1,1.30338,2.136465,5.243e-05,48.1757,-0.484892,33083.7
72050,1,1.11595,2.135949,5.238e-05,48.1181,-0.484912,33110.0
72100,1,1.416962,2.135478,5.232e-05,48.0717,-0.484909,33132.6
72150,1,1.010449,2.134868,5.227e-05,48.0912,-0.485058,33155.1
72200,1,0.798956,2.13409,5.222e-05,48.169,-0.485124,33177.7
72250,1,1.308457,2.133447,5.216e-05,48.1608,-0.485246,33200.4
72300,1,1.00697,2.132592,5.211e-05,48.2503,-0.485355,33222.9
72350,1,1.141401,2.131904,5.205e-05,48.2528,-0.485387,33245.5
72400,1,1.739637,2.131305,5.2e-05,48.2315,-0.485452,33268.1
72450,1,1.354723,2.130716,5.194e-05,48.223,-0.485448,33290.7
72500,1,0.718185,2.130106,5.189e-05,48.2159,-0.485516,33313.2
72550,1,1.10208,2.129468,5.184e-05,48.2212,-0.485498,33336.0
72600,1,0.960121,2.128934,5.178e-05,48.1944,-0.4856,33358.6
72650,1,0.861939,2.128113,5.173e-05,48.2674,-0.48571,33381.2
72700,1,0.835921,2.127425,5.167e-05,48.2792,-0.485763,33403.8
72750,1,2.039244,2.126812,5.162e-05,48.2722,-0.485769,33426.5
72800,1,1.003743,2.126221,5.156e-05,48.2602,-0.485804,33449.2
72850,1,0.864165,2.125541,5.151e-05,48.284,-0.485914,33472.7
72900,1,0.941692,2.124685,5.146e-05,48.3817,-0.486033,33496.7
72950,1,1.225298,2.124022,5.14e-05,48.3733,-0.486097,33520.9
73000,1,1.094877,2.123306,5.135e-05,48.4163,-0.486145,33544.7
73050,1,1.406039,2.122682,5.129e-05,48.4047,-0.486249,33572.1
73100,1,0.743003,2.122017,5.124e-05,48.4018,-0.486272,33596.5
73150,1,0.769924,2.121284,5.118e-05,48.4381,-0.486328,33620.4
73200,1,1.413043,2.120652,5.113e-05,48.433,-0.486342,33644.5
73250,1,1.407522,2.120119,5.107e-05,48.4034,-0.486349,33669.0
73300,1,1.179958,2.11955,5.102e-05,48.393,-0.486396,33691.7
73350,1,1.249727,2.118855,5.097e-05,48.42,-0.486431,33714.3
73400,1,0.961621,2.118114,5.091e-05,48.4729,-0.486565,33737.3
73450,1,1.240409,2.117436,5.086e-05,48.4957,-0.486629,33760.2
73500,1,1.479425,2.116898,5.08e-05,48.4388,-0.486623,33782.9
